method,top1_accuracy,margin_median,margin_mean,n_runs,n_unknown_points,n_possible_combinations,requested_sampling_iterations,used_sampling_iterations,sampling_mode,sample_size,scenario,model_type,output_dir
dihs,1.0,0.6487261201076142,0.6524457653381341,20,20,20,5000,20,exhaustive_unique,19,compact_separated,kmeans,./1_benchmarking_comparison/kmeans/compact_separated
mahalanobis_distance,1.0,12.246255661970585,12.23366957143995,20,20,20,5000,20,exhaustive_unique,19,compact_separated,kmeans,./1_benchmarking_comparison/kmeans/compact_separated
single_cut_coassociation,1.0,0.0114035087719298,0.0114035087719298,20,20,20,5000,20,exhaustive_unique,19,compact_separated,kmeans,./1_benchmarking_comparison/kmeans/compact_separated
centroid_distance,1.0,2.299099704234726,2.299099704234726,1,20,1,5000,1,exhaustive_unique,20,compact_separated,kmeans,./1_benchmarking_comparison/kmeans/compact_separated
dihs,1.0,0.6763357151391893,0.6763357151391893,1,20,1,5000,1,exhaustive_unique,20,compact_separated,kmeans,./1_benchmarking_comparison/kmeans/compact_separated
mahalanobis_distance,1.0,12.243255725733922,12.243255725733922,1,20,1,5000,1,exhaustive_unique,20,compact_separated,kmeans,./1_benchmarking_comparison/kmeans/compact_separated
single_cut_coassociation,1.0,0.0104166666666666,0.0104166666666666,1,20,1,5000,1,exhaustive_unique,20,compact_separated,kmeans,./1_benchmarking_comparison/kmeans/compact_separated
centroid_distance,1.0,2.1476362938336298,2.1177600726302943,20,20,20,5000,20,exhaustive_unique,1,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.340166103374245,0.3437333120648837,20,20,20,5000,20,exhaustive_unique,1,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,11.377971236833002,11.203375020061966,20,20,20,5000,20,exhaustive_unique,1,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0125,0.0133333333333333,20,20,20,5000,20,exhaustive_unique,1,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.1911298318191874,2.177253891378909,190,20,190,5000,190,exhaustive_unique,2,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.4060293104334391,0.407478788066533,190,20,190,5000,190,exhaustive_unique,2,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,11.66825980544138,11.594929996299848,190,20,190,5000,190,exhaustive_unique,2,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0125,0.0135307017543859,190,20,190,5000,190,exhaustive_unique,2,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.221180128694228,2.206634955190284,1140,20,1140,5000,1140,exhaustive_unique,3,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.4519084765230201,0.4514098027177734,1140,20,1140,5000,1140,exhaustive_unique,3,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,11.888280531369588,11.757570417949063,1140,20,1140,5000,1140,exhaustive_unique,3,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0138888888888888,0.0136939571150097,1140,20,1140,5000,1140,exhaustive_unique,3,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.2356505164422398,2.223775282734992,4845,20,4845,5000,4845,exhaustive_unique,4,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.4811743571007794,0.4797397359198512,4845,20,4845,5000,4845,exhaustive_unique,4,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,11.986124692798722,11.848816554340424,4845,20,4845,5000,4845,exhaustive_unique,4,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0145833333333333,0.0138359993120055,4845,20,4845,5000,4845,exhaustive_unique,4,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.245477563834135,2.2352435356231144,5000,20,15504,5000,5000,random_unique,5,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.5038891912870922,0.5021319966503958,5000,20,15504,5000,5000,random_unique,5,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.020260326802642,11.910128040601151,5000,20,15504,5000,5000,random_unique,5,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0133333333333333,0.0139166666666666,5000,20,15504,5000,5000,random_unique,5,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.2545287298464087,2.2444502060070284,5000,20,38760,5000,5000,random_unique,6,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.5217351728874127,0.5219023160313243,5000,20,38760,5000,5000,random_unique,6,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.056748820423437,11.961045551867334,5000,20,38760,5000,5000,random_unique,6,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0138888888888888,0.014005,5000,20,38760,5000,5000,random_unique,6,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.261600838034674,2.2521936520627155,5000,20,77520,5000,5000,random_unique,7,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.5403881317884063,0.5396305372110172,5000,20,77520,5000,5000,random_unique,7,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.086526882024463,11.997404418050568,5000,20,77520,5000,5000,random_unique,7,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0142857142857142,0.0139664285714285,5000,20,77520,5000,5000,random_unique,7,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.265758755741756,2.258193256567817,5000,20,125970,5000,5000,random_unique,8,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.5554274527855263,0.5539347084087994,5000,20,125970,5000,5000,random_unique,8,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.108739124960325,12.035913848486118,5000,20,125970,5000,5000,random_unique,8,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0135416666666666,0.0139029166666666,5000,20,125970,5000,5000,random_unique,8,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.271598475676577,2.264093491554437,5000,20,167960,5000,5000,random_unique,9,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.5681481713514791,0.5666489856014331,5000,20,167960,5000,5000,random_unique,9,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.129488163526144,12.062214696200869,5000,20,167960,5000,5000,random_unique,9,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0138888888888888,0.0138198148148148,5000,20,167960,5000,5000,random_unique,9,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.274266909876091,2.2679276032439075,5000,20,184756,5000,5000,random_unique,10,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.5812414851188732,0.5793580031446809,5000,20,184756,5000,5000,random_unique,10,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.143700877025836,12.085785104367275,5000,20,184756,5000,5000,random_unique,10,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0133333333333333,0.0137065,5000,20,184756,5000,5000,random_unique,10,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.2787673657787133,2.272649351937734,5000,20,167960,5000,5000,random_unique,11,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.5909826561031547,0.5900420119645773,5000,20,167960,5000,5000,random_unique,11,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.161310328229357,12.11104327032189,5000,20,167960,5000,5000,random_unique,11,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0136363636363636,0.0136065151515151,5000,20,167960,5000,5000,random_unique,11,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.2820809769557755,2.276462722594783,5000,20,125970,5000,5000,random_unique,12,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6017253431223172,0.5999353169027231,5000,20,125970,5000,5000,random_unique,12,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.179020335664523,12.132169822078136,5000,20,125970,5000,5000,random_unique,12,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0131944444444444,0.0134122222222222,5000,20,125970,5000,5000,random_unique,12,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.285084819790118,2.2799964389290306,5000,20,77520,5000,5000,random_unique,13,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6087422268362119,0.6073862422282322,5000,20,77520,5000,5000,random_unique,13,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.19026574259583,12.149561402722778,5000,20,77520,5000,5000,random_unique,13,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0134615384615384,0.0133142307692307,5000,20,77520,5000,5000,random_unique,13,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.2878502570708057,2.283656578897107,5000,20,38760,5000,5000,random_unique,14,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6166909274454653,0.6160274951739768,5000,20,38760,5000,5000,random_unique,14,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.199263271141522,12.167793586819371,5000,20,38760,5000,5000,random_unique,14,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.013095238095238,0.0132041666666666,5000,20,38760,5000,5000,random_unique,14,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.29043591200735,2.286299842130435,5000,20,15504,5000,5000,random_unique,15,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6236260749167404,0.6231312853175316,5000,20,15504,5000,5000,random_unique,15,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.206363440763468,12.18016665292858,5000,20,15504,5000,5000,random_unique,15,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0133333333333333,0.0131002222222222,5000,20,15504,5000,5000,random_unique,15,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.2930610663479265,2.289490651175491,4845,20,4845,5000,4845,exhaustive_unique,16,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6312018220766803,0.6319154240823668,4845,20,4845,5000,4845,exhaustive_unique,16,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.216390834673549,12.197434975644123,4845,20,4845,5000,4845,exhaustive_unique,16,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0130208333333333,0.0130094384244926,4845,20,4845,5000,4845,exhaustive_unique,16,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.2956796395419303,2.292300584395025,1140,20,1140,5000,1140,exhaustive_unique,17,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.63149260755766,0.6315377896288097,1140,20,1140,5000,1140,exhaustive_unique,17,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.225383840801843,12.211274567518773,1140,20,1140,5000,1140,exhaustive_unique,17,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.013235294117647,0.013047815617475,1140,20,1140,5000,1140,exhaustive_unique,17,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.297421611305863,2.2947813822542567,190,20,190,5000,190,exhaustive_unique,18,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6364775878484359,0.6366415504893953,190,20,190,5000,190,exhaustive_unique,18,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.237593098237816,12.223166665538209,190,20,190,5000,190,exhaustive_unique,18,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0134259259259259,0.0131993177387914,190,20,190,5000,190,exhaustive_unique,18,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.299341815885276,2.2970180901699635,20,20,20,5000,20,exhaustive_unique,19,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6480687110648904,0.646737935683388,20,20,20,5000,20,exhaustive_unique,19,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.246255661970585,12.23366957143995,20,20,20,5000,20,exhaustive_unique,19,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0131578947368421,0.0133771929824561,20,20,20,5000,20,exhaustive_unique,19,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,1.0,2.299099704234726,2.299099704234726,1,20,1,5000,1,exhaustive_unique,20,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
dihs,1.0,0.6470049115284627,0.6470049115284627,1,20,1,5000,1,exhaustive_unique,20,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
mahalanobis_distance,1.0,12.243255725733922,12.243255725733922,1,20,1,5000,1,exhaustive_unique,20,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
single_cut_coassociation,1.0,0.0125,0.0125,1,20,1,5000,1,exhaustive_unique,20,compact_separated,gaussian,./1_benchmarking_comparison/gaussian/compact_separated
centroid_distance,0.75,0.084421757352339,0.0870358647508864,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,0.95,0.186237248802211,0.17376152661285,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.65,0.2296455827956864,0.1998489257016778,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.7,0.0125,0.0114583333333333,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.7473684210526316,0.1052139267000042,0.0942042529609505,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
