"dataset_size_pct","sample_size","feature_space","model","source_class_key","case","n_runs","margin_mean","margin_std","margin_median","top1_true_fraction"
"100","10","Coupled","kmeans","AI","negative","100","0.08228389944169656","0.06329265048805352","0.07216631801865943","0.0"
"100","10","Coupled","kmeans","AI","positive","100","0.3489448573112158","0.0570525148352119","0.35243920815277474","1.0"
"100","10","Coupled","kmeans","EV","negative","100","0.15791391588599238","0.1136897985959443","0.16628951301468992","0.0"
"100","10","Coupled","kmeans","EV","positive","100","0.608452803078199","0.058473275569784176","0.6252091971579576","1.0"
"100","10","Coupled","kmeans","PF","negative","100","0.07238289618217968","0.05688235468383582","0.06664374430068803","0.0"
"100","10","Coupled","kmeans","PF","positive","100","0.2358465914177539","0.06719001719464197","0.24516310364843097","1.0"
"100","10","Coupled","kmeans","PI","negative","100","0.09107402327835952","0.06273902310538884","0.08712827618505324","0.0"
"100","10","Coupled","kmeans","PI","positive","100","0.4140860898377845","0.05584830573991675","0.42521377793953385","1.0"
"100","10","Coupled","kmeans","RMP","negative","100","0.15454525240749123","0.06814108090470643","0.1527588316669789","0.0"
"100","10","Coupled","kmeans","RMP","positive","100","0.28382099344317063","0.04800809232915604","0.28838490656129556","1.0"
"100","10","Coupled","kmeans","VV","negative","100","0.07330988037175615","0.04390903040112996","0.07174527844213849","0.0"
"100","10","Coupled","kmeans","VV","positive","100","0.3451518365826203","0.04873884318872593","0.35867179796722326","1.0"
"100","12","Coupled","agglomerative","AI","negative","100","0.08771551469724144","0.08376756477634385","0.059191475981364566","0.0"
"100","12","Coupled","agglomerative","AI","positive","100","0.3855696940207316","0.06145529456587306","0.3795796920607725","1.0"
